"","Div","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","PSCH","PSCD","PSCA"
"314","SP2",2023-11-19,"Villarreal B","Andorra","D",0,0,2.61,3.46,2.81
"315","SP2",2023-11-20,"Levante","Santander","A",2,4,2.1,3.47,3.79
"316","SP2",2023-11-24,"Huesca","Valladolid","A",0,1,3.31,2.91,2.62
"317","SP2",2023-11-25,"Burgos","Andorra","D",0,0,2.37,3.15,3.47
"318","SP2",2023-11-25,"Santander","Villarreal B","H",2,0,1.84,3.91,4.33
"319","SP2",2023-11-25,"Albacete","Zaragoza","H",1,0,1.93,3.25,4.92
"320","SP2",2023-11-25,"Eibar","Levante","H",3,1,1.85,3.54,4.85
"321","SP2",2023-11-26,"Leganes","Ferrol","D",2,2,2.09,3.02,4.58
"322","SP2",2023-11-26,"Elche","Amorebieta","H",2,0,1.41,4.57,9.47
"323","SP2",2023-11-26,"Mirandes","Oviedo","H",2,1,3.38,2.82,2.65
"324","SP2",2023-11-26,"Tenerife","Cartagena","D",1,1,1.88,3.22,5.33
"325","SP2",2023-11-26,"Espanol","Alcorcon","H",2,0,1.46,4.63,7.68
"326","SP2",2023-11-27,"Sp Gijon","Eldense","H",2,0,1.89,3.43,4.75
